產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
卡通199-兒童,好好玩自然S2,2018-06-28,卡通199/兒童節目/好好玩自然S2 ,最優質、充滿知識性、啟發好奇心的生態節目，由帥氣的柳丁哥哥與阿傑老師（熱血阿傑）、崇瑋老師（四海遊龍）帶大家一起好好玩自然。,柳丁哥哥,,http://mod.cht.com.tw/video/drama-details.php?id=422243,http://mod.cht.com.tw/img/iappic/422243.jpg,2017-10-06 21:55:42
卡通199-兒童,新蠟筆小新S3,2017-12-28,卡通199/卡通明星/新蠟筆小新S3 卡通199/本週上架 ,"第718話【警犬小白/小愛改變造形了/老爸躲起來了哦】小新看連續劇裡的警犬很厲害,就決定把小白訓練成為警察犬。美冴常發現襪子少一隻,就拜託小白找找看,小白果然用嗅覺很快找出掉在院子裡的襪子,讓小新和美冴都覺得牠果然有當警犬的天份…小愛看到小新喜歡娜娜子,決定要改變自己的造型來迎合小新的喜好。沒想到燙完頭髮覺得不好看,只好戴著黑磯準備的假髮去上幼稚園,可是假髮的尺寸太大不小心脫落,而且還被正男看到了…廣志回到家發現美冴去隔壁太太家串門子,決定躲起來,等美冴回來要嚇她。可是找來找去都沒有理想的藏身之處,不得已","蔣篤慧,王瑞芹,于正昇",,http://mod.cht.com.tw/video/drama-details.php?id=460773,http://mod.cht.com.tw/img/iappic/460773.jpg,2017-10-06 21:55:42
卡通199-兒童,麵包超人TV,2017-12-28,卡通199/卡通明星/麵包超人TV ,第1132話  A【紅精靈與魔法小孫女】魔法小孫女急著把剛摘到野菜送到奶奶家去，無奈卻在途中遇到大雨，不得已只好先跟紅精靈一起回細菌城裡躲雨…。B【黑玫瑰女王與膽小鬼】小河馬聽說幽靈城裡會有鬼出沒，於是提議大家一起去冒險。沒想到竟遇到細菌人和紅精靈假扮成鬼怪，意圖搶走小朋友們的點心…。,大神紅蓮,,http://mod.cht.com.tw/video/drama-details.php?id=453237,http://mod.cht.com.tw/img/iappic/453237.jpg,2017-10-06 21:55:42
卡通199-兒童,哈囉!小小運動家,2021-10-28,卡通199/7+推薦/哈囉!小小運動家 ,「哈囉！小小運動家！」讓我們歡迎…戴奧！超年輕的體育記者！他，無法預測、充滿活力，雖然有點笨，但只要有他在，就笑聲不斷！想了解運動，看他的節目就對了！不管是極限運動、水上運動、滑雪、田徑、滑板運動、單車運動、體操等，戴奧和他的運動員朋友們都會熱情、詳細的介紹，而學習一項新運動最重要的就是：保持愉快的學習精神。現在就讓我們跟著戴奧動起來吧！,,,http://mod.cht.com.tw/video/drama-details.php?id=428998,http://mod.cht.com.tw/img/iappic/428998.jpg,2017-10-06 21:55:42
卡通199-兒童,戰士哥米帝,2017-12-28,卡通199/精選兒童/戰士哥米帝 ,三千年前，戈爾姆島面臨史上最大危機：可怕的火山族領導人馬格爾的力量達到巔峰，他的怒火與火山的力量可能就此吞噬整個島上的戈爾姆人！只有大自然天王的無私戰鬥與強大力量能擊退馬格爾。天王選自大地族、天空族、海族與森林族，並受到神秘的老聖人指引。天王們知道只要他們的力量來源歷久彌堅，便能暫時壓制馬格爾。和平盛世就這樣持續了三千年…直到大地族王子亞格容在他帝國的城牆發現一道裂縫…,,,http://mod.cht.com.tw/video/drama-details.php?id=422164,http://mod.cht.com.tw/img/iappic/422164.jpg,2017-10-06 21:55:42
卡通199-兒童,魔鬼與海盜2,2017-12-28,卡通199/精選兒童/魔鬼與海盜2 ,透過海盜學院的小孩到們的探險，展現團隊合作、互助與和平相處的精神與重要性，海盜歷險尋寶的內容亦可增加兒童的想像力，節目製作品質良好、具創意及趣味性，適合10-12歲兒童觀看。,,,http://mod.cht.com.tw/video/drama-details.php?id=455448,http://mod.cht.com.tw/img/iappic/455448.jpg,2017-10-06 21:55:42
卡通199-兒童,薇琪與強尼,2017-12-28,卡通199/2+推薦/薇琪與強尼 ,由法國出品的默劇喜劇卡通，講述死對頭薇琪和強尼的生活笑鬧大小事…。第1集：瘋狂大掃除；第2集：擁擠的廁所；第3集：貪吃鬼波可；第4集：魚下巴；第5集：恐怖電影；第6集：失眠症；第7集：愛運動；第8集：自動販賣機；第9集：強尼法條；第10集：籃球；第11集：鼠亂；第12集：誘惑；第13集：丟銅板；第14集：抓昆蟲；第15集：高空彈跳,,,http://mod.cht.com.tw/video/drama-details.php?id=455434,http://mod.cht.com.tw/img/iappic/455434.jpg,2017-10-06 21:55:42
卡通199-兒童,朵拉和朋友們,2017-12-28,卡通199/7+推薦/朵拉和朋友們 卡通199/本週上架 ,朵拉搬家到一個漂亮的海濱市鎮，這個泛拉丁都會區叫做普拉亞佛德，朵拉開始了嶄新且忙碌的校園師活，也擁有許多好朋友—愛拉娜、艾瑪、奈亞、凱特及帕布羅，一起加入冒險的行列，在城市中快樂地學習和探索。這不是普通的城市，對街、公園或校園裡，有著通往神奇世界的門，處處充滿了驚喜和困難等著他們。一個古老的美麗手環、一個可信任的地圖城市，以及開朗、有趣又可愛的朋友們，朵拉邀請小朋友們一起加入他們面對挑戰！,"朵拉,愛拉娜,艾瑪,奈亞,凱特及帕布羅",,http://mod.cht.com.tw/video/drama-details.php?id=460733,http://mod.cht.com.tw/img/iappic/460733.jpg,2017-10-06 21:55:42
卡通199-兒童,鬥士斯巴達,2017-12-28,卡通199/精選兒童/鬥士斯巴達 ,《斯巴達克斯》這部動畫片敘述了一個宏偉的關於古羅馬格鬥士的故事。這些格鬥士每一個都具有強大的讓人難忘的特點。故事一開始，斯巴達克斯接受了不公平的審判，一個年輕的羅馬軍人被判奴役做格鬥士。但是，斯巴達克斯成為了領袖，成了反叛活動的首要人物。反叛活動由備受羅馬共和國稅官的獨裁壓迫的伙伴、農民和奴隸組成。,,,http://mod.cht.com.tw/video/drama-details.php?id=461353,http://mod.cht.com.tw/img/iappic/461353.jpg,2017-10-06 21:55:42
卡通199-兒童,彩虹小馬S6,2017-12-28,卡通199/夢幻少女/彩虹小馬S6 ,第1集【水晶洗禮，上集】，閃耀盔甲和卡丹絲公主的寶寶要誕生了，紫悅跟他的好友們要去參加寶寶的受洗典禮，順便安排他的學生星光閃耀上第一堂友誼的課，當他們抵達水晶帝國卻驚訝的發現，小寶寶居然是神駒，而且他的哭聲震碎了保護水晶帝國的水晶愛心，這下糟糕了，水晶帝國可能要被埋在冰雪下了…,"紫悅,斑馬可菈,珍奇,柔柔",,http://mod.cht.com.tw/video/drama-details.php?id=427652,http://mod.cht.com.tw/img/iappic/427652.jpg,2017-10-06 21:55:42
