產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
卡通199-動漫,夏目友人帳陸,2017-12-28,動漫館-卡通199/輕鬆幽默/夏目友人帳陸 動漫館-卡通199/日本連載/夏目友人帳陸 ,第11話【重要的東西】，夏目和名取一行人拼命尋找箱崎宅邸裡隱藏的書房，的場一門的七瀨也來了，而夏目更在搜尋途中遭妖怪襲擊，還被名取聽到友人帳的事，因此決定在事情結束後向名取和盤托出。一行人於是重新尋找，並以看得見楓樹的房間為主，而夏目終於發現箱崎的全家福照片，還看見照片上有二條疑似是箱崎式神的龍……。,"神谷浩史,井上和彥",,http://mod.cht.com.tw/video/drama-details.php?id=443660,http://mod.cht.com.tw/img/iappic/443660.jpg,2017-10-06 21:56:42
卡通199-動漫,愛麗絲與藏六,2017-12-28,動漫館-卡通199/輕鬆幽默/愛麗絲與藏六 動漫館-卡通199/日本連載/愛麗絲與藏六 ,在那之前，她都不知曉「外面的世界」。初次接觸的事物、初次看到的景色，以及初次遇見的人們…。對於「世界」如此之廣闊，她大開眼界，感到困惑又驚奇。她的名字叫紗名。在被稱之為「研究所」的設施中，在不曾接觸「外面的世界」的狀況下被養育長大的少女。同時，她也是擁有能夠將各式各樣的想像化為現實—被稱之為「愛麗絲之夢」的特殊能力的能力者。第一次來到「外面」後，她與一位老人相遇了。他的名字叫樫村藏六。個性「討厭拐彎抹角」，堅持「不對的事就是不對」的頑固老爺爺。與藏六的相遇，使得紗名的命運產生了巨大的變化。追趕紗名的神秘組,"大和田仁美,大塚明夫",,http://mod.cht.com.tw/video/drama-details.php?id=444116,http://mod.cht.com.tw/img/iappic/444116.jpg,2017-10-06 21:56:42
卡通199-動漫,腦內戀礙選項,2017-12-28,動漫館-卡通199/青春浪漫/腦內戀礙選項 ,甘草奏是私立晴光學園二年級的學生，由於腦中不時出現「絕對選項」，因而被周遭的人當成變態，過著苦難的生活。某天，一名美少女──裘可拉從天而降，帶來了解除詛咒的機會。透過裘可拉得知，若想解開詛咒，就必須完成「神」所交派的任務。究竟甘草奏該如何一邊承受「絕對選項」的阻礙，一邊通過「神」指派的任務呢？,,,http://mod.cht.com.tw/video/drama-details.php?id=459094,http://mod.cht.com.tw/img/iappic/459094.jpg,2017-10-06 21:56:42
卡通199-動漫,王者之証,2017-11-30,動漫館-卡通199/科技未來/王者之証 ,第13集 【家人】約翰使出奧爾瑪茲德的真正力量，讓亞雷庫托面臨了極限。而英格麗德和薩拉一行人，也只能在一旁默默守護。在這充滿絕望的情況下，蕾娜差點就要選擇舉手投降。但尤依仍然不願輕言放棄，背負著大家的希望，與蕾娜一起迎向最後的戰鬥……,"蕾娜．亞斯提利尤依,謝爾．亞斯提利亞亞",,http://mod.cht.com.tw/video/drama-details.php?id=453133,http://mod.cht.com.tw/img/iappic/453133.jpg,2017-10-06 21:56:42
卡通199-動漫,牙狼~炎之刻印~,2017-12-28,動漫館-卡通199/熱血動作/牙狼~炎之刻印~ ,第1集《業火》某個王國展開了大規模獵巫行動。而一名女巫遭處火刑之際產下一子。這時，伴隨著疾風出現的銀狼衝進業火中救出嬰兒。之後時光飛逝…,"里昂,海爾曼,阿爾馮索,艾瑪",,http://mod.cht.com.tw/video/drama-details.php?id=433738,http://mod.cht.com.tw/img/iappic/433738.jpg,2017-10-06 21:56:42
卡通199-動漫,火影疾風傳P13-15,2017-11-30,動漫館-卡通199/熱血動作/火影疾風傳P13-15 ,半藏為了毀掉曉，決定主動找彌彥他們會面，以便將他們推入陷阱。認定這世上並沒有和平存在的帶土，與訴求和平的彌彥一行人的理念正好相反。帶土開始將思想化為行動，啟動了將世界帶往黑暗夢境世界的月眼計劃…#568 新生．曉,"鳴人,卡卡西",,http://mod.cht.com.tw/video/drama-details.php?id=233062,http://mod.cht.com.tw/img/iappic/233062.jpg,2017-10-06 21:56:42
卡通199-動漫,劍姬神聖譚,2017-12-28,動漫館-卡通199/魔幻冒險/劍姬神聖譚 動漫館-卡通199/日本連載/劍姬神聖譚 ,第12話【劍姬神聖譚】，洛基眷族一行人幾經艱難終於來到了第59層，在那裡等待他們的卻是形狀詭異的精靈，而那精靈以「艾莉亞」之名呼喚艾絲，並打算吃了她。洛基眷族的眾人奮力對抗，那隻精靈的怪物卻可以使用長咒文詠唱，在她連續魔法的轟炸下，洛基眷族陷入苦戰……。,"大西沙織,木村珠莉",,http://mod.cht.com.tw/video/drama-details.php?id=445606,http://mod.cht.com.tw/img/iappic/445606.jpg,2017-10-06 21:56:42
卡通199-動漫,雙星之陰陽師,2017-12-28,動漫館-卡通199/魔幻冒險/雙星之陰陽師 ,第50話【雙星】，轆轤與紅緒雖然再次立誓奮戰，但晴明的計畫已走到最後階段。眼看無能為力的兩人就要放棄，此時小枝出現了。小枝說的話，還有一路走來遇見的那些人的心意，打動了雙星，兩人重新拿出力量面對晴明。雙星之陰陽師VS最強陰陽師的結局是…,"焰魔堂轆轤,化野紅緒,音海繭良,石鏡悠斗",,http://mod.cht.com.tw/video/drama-details.php?id=428713,http://mod.cht.com.tw/img/iappic/428713.jpg,2017-10-06 21:56:42
卡通199-動漫,宇宙兄弟,2017-12-28,動漫館-卡通199/輕鬆幽默/宇宙兄弟 ,六太因為心裡掛著日日人的事情而精神不夠集中，因此造成模擬練習時出了大錯，因此受到了嚴厲的批評而陷入苦惱。幸好他身邊的好友成為他無形的助力，讓他不再陷入負面的情緒裡。另一方面，一度行蹤成謎的日日人也主動來了聯繫，並且告知六太自己的未來有著無限可能。雖然現實時刻都有可能改變，但是他們兄弟倆自小時候就開始許下的約定並沒有改變，依舊期許著在月球上相見…# 99 人生可變 約定不變,"南波六太,南波日日人",,http://mod.cht.com.tw/video/drama-details.php?id=459865,http://mod.cht.com.tw/img/iappic/459865.jpg,2017-10-06 21:56:42
卡通199-動漫,時間支配者,2018-12-27,動漫館-卡通199/魔幻冒險/時間支配者 動漫館-卡通199/日本連載/時間支配者 動漫館-卡通199/本週上架 ,第十三話【幻想的未來】，已經過去的時間不會倒流。但是就算失去了過去的一切也都還有未來。兒子、父母…相信著與至今所相遇過的重要的人們共織的牽絆，維克托賭上了自己的一切在最後展開一場大豪賭。,"福山潤,石川界人",,http://mod.cht.com.tw/video/drama-details.php?id=462948,http://mod.cht.com.tw/img/iappic/462948.jpg,2017-10-06 21:56:42
