產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
戲劇199,微微一笑很傾城,2017-11-30,戲劇苑-戲劇199/時裝．偶像劇/微微一笑很傾城 ,貝微微（鄭爽 飾）是校園裏的系花加學霸，而在虛擬的網路世界中，她是俠肝義膽仗劍江湖的紅衣女俠“蘆葦微微”。在遊戲中，貝微微結識了“真水無香”，兩人結為俠侶，沒想到貝微微卻因為不願以真面目示人而遭到了真水無香的拋棄，在遊戲中莫名其妙“被離婚”的貝微微之後又遇見了江湖高手“一笑奈何”，兩人為了完成遊戲任務而走到了一起。讓貝微微沒有想到的是，一笑奈何的綫下身份，竟然是自己的同校師兄肖奈（楊洋 飾），肖奈是校園中的風雲人物，籃球隊的主力軍，兩人的情誼從綫上發展到綫下，一段跨越了虛擬與現實的感情就此拉開序幕。,"楊洋,鄭爽",,http://mod.cht.com.tw/video/drama-details.php?id=448210,http://mod.cht.com.tw/img/iappic/448210.jpg,2017-10-06 21:54:32
戲劇199,天上的約定(下),2018-01-25,戲劇苑-戲劇199/韓劇/天上的約定(下) ,娜妍在兩家人見面時，刻意在幼京面前戴上母親允愛死時手上抓著的耳環，讓幼京再度開始懷疑娜妍的身份，但在道希母親的幫助下，暫時消除幼京的疑慮，世珍得知自己可能不孕的事實，十分沮喪，英淑生日，娜妍到家裡準備飯菜，泰俊拉娜妍到房裡，沒想到卻被輝京發現。,"李幼梨,徐俊英,宋鍾鎬,朴河娜",,http://mod.cht.com.tw/video/drama-details.php?id=442801,http://mod.cht.com.tw/img/iappic/442801.jpg,2017-10-06 21:54:32
戲劇199,愛情來的時候(系列),2017-10-26,戲劇苑-戲劇199/港劇/愛情來的時候(系列) ,來自台灣的陳大天（炎亞綸 飾），為了取得日本三百年和菓子老店《和田屋》，和田一號的秘方，隻身遠赴日本，尋找《和田屋》第十代師範 — 和田美子（渡邊直美 飾）。怎料到達《和田屋》，卻發現美子原來是一個又肥又醜的女子，而美子因為要秉承和田家傳統，要在三十歲前結婚，否則《和田屋》便會落入二叔手裡！為保祖業，美子跟大天開出條件，要大天跟她假結婚，直至過了三十歲…,"王祖藍,渡邊直美,炎亞綸,黃智賢",,http://mod.cht.com.tw/video/drama-details.php?id=431813,http://mod.cht.com.tw/img/iappic/431813.jpg,2017-10-06 21:54:32
戲劇199,我家也有大明星,2018-01-04,戲劇苑-戲劇199/韓劇/我家也有大明星 ,電影節熱火朝天的釜山，下一代明星英斌首次擔當主演的電影《惡之花》的試映會在此舉行，英斌和一直以來的至親浩鎮，車俊，烏龜一起來到了釜山。但是首映場所變成了決定電影成敗的評判場，連經紀公司代表銀甲都在擔心電影是不是搞砸了。,"徐康俊,李光洙,趙震雄,李東輝,朴正民",,http://mod.cht.com.tw/video/drama-details.php?id=457541,http://mod.cht.com.tw/img/iappic/457541.jpg,2017-10-06 21:54:32
戲劇199,五個孩子,2018-01-25,戲劇苑-戲劇199/韓劇/五個孩子 ,尚泰的妻子過世之後，帶著兩個孩子搬去岳家住。美晶為了處理前夫與外遇對象的事情，無法參加兒子的家長會。尚泰的弟弟浩泰立志當一個電影導演，卻不太順利，走投無路之下，只好偷偷搬回家住倉庫。美晶去新公司了解業務情況，幫忙尚泰及同事們解決了工作遇到的麻煩。,"安在旭,蘇有珍,沈亨倬,沈宜英,林秀香,申惠善,成勛,安宇延",,http://mod.cht.com.tw/video/drama-details.php?id=440812,http://mod.cht.com.tw/img/iappic/440812.jpg,2017-10-06 21:54:32
戲劇199,高品格單戀,2018-03-22,戲劇苑-戲劇199/韓劇/高品格單戀 ,講述了霸道總裁和學儒學的山村少女之間的浪漫相遇。兩位主角在機緣巧合之下陷入愛河，上演的愛情喜劇。,"丁一宇,陳世娫",,http://mod.cht.com.tw/video/drama-details.php?id=438052,http://mod.cht.com.tw/img/iappic/438052.jpg,2017-10-06 21:54:32
戲劇199,焦急的羅曼史,2018-03-08,戲劇苑-戲劇199/韓劇/焦急的羅曼史 ,年輕多金的富二代和平凡無奇的大齡剩女，兩人在度假勝地相遇，於酒醉後發生了一夜情…,"宋枝恩,成勛",,http://mod.cht.com.tw/video/drama-details.php?id=444292,http://mod.cht.com.tw/img/iappic/444292.jpg,2017-10-06 21:54:32
戲劇199,實習天使,2017-11-16,戲劇苑-戲劇199/港劇/實習天使 ,祁樂為人心地善良熱愛助人，今天她與眾同學到醫院實習，護士長杜羨花向各實習護士介紹工作。祁樂與陳拔萃被派到內科，拔萃協助病人進食時卻手忙腳亂。急症室有黑道中人扭打起來，幸得卓芷君出來平息事件。醫生為兩幫人診斷後，芷君發現大佬蟹的身體還有其他症狀，但醫生容易森卻不滿芷君質疑自己，芷君只好悄悄交給唐日俊醫生跟進。大佬蟹以為有殺手追殺自己，所以離開醫院，祁樂見病人失蹤慌張地四處尋找。楊志明把大佬蟹救回急症室，綜合內科部門經理張大偉見志明回來相當興奮。大偉決定留志明在醫院工作，但其他護士長直指他性格孤癖難與其他人合,"洪永城,岑麗香,單立文,陳煒,姚子羚,陳山聰,劉佩玥,吳沚默",,http://mod.cht.com.tw/video/drama-details.php?id=445271,http://mod.cht.com.tw/img/iappic/445271.jpg,2017-10-06 21:54:32
戲劇199,大宋傳奇之趙匡胤,2017-12-28,戲劇苑-戲劇199/古裝．歷史劇/大宋傳奇之趙匡胤 ,五代十國時期，天下紛爭割據，連年戰亂，民不聊生。二十歲的趙匡胤賦閑在家。他與符彥卿的兒子符昭壽以及高懷德等一起應招入伍。趙匡胤習武但不傷人，上陣但不殺敵的理論，惹得大家譏諷趙匡胤武功不及。符昭壽與趙匡胤比武，趙匡胤輕鬆取勝，武功不容小覷。大家更對趙匡胤的理論感到費解。最終趙匡胤獨自留下來，未去參軍…,"陳建斌,殷桃,邵峰,王繪春",,http://mod.cht.com.tw/video/drama-details.php?id=409922,http://mod.cht.com.tw/img/iappic/409922.jpg,2017-10-06 21:54:32
戲劇199,精靈守護者,2018-02-08,戲劇苑-戲劇199/日劇/精靈守護者 ,這是個精靈與人類同時存在的世界。巾幗不讓鬚眉、擅長使用短槍的女保鑣帕爾莎，某日偶然救了落河的新悠果國二王子查穆。因為查穆的身上寄宿了真相不明的「水精靈之卵」，他的父王害怕會損及皇家威信，竟派人暗殺自己的兒子。查穆的母親二王妃便拜託帕爾莎擔任查穆的保鑣，帶他逃離皇宮…原來年幼的查穆王子，其實背負著「精靈守護者」的命運，必須保護精靈之卵直至孵化，否則國家將會滅亡。在皇帝追殺與四周野心環伺之下，帕爾莎能保護查穆、拯救王國嗎？,"綾瀨遙,小林颯,藤原龍也,木村文乃",,http://mod.cht.com.tw/video/drama-details.php?id=407188,http://mod.cht.com.tw/img/iappic/407188.jpg,2017-10-06 21:54:32
